date,jira_id,comment
2021-08-24T02:42:08Z,2713,Preparing for the release 4.14 (#2713)  Descriptions of the changes in this PR:    Updated py client's version to 4.14    ### Motivation    Preparing for the release  https://bookkeeper.apache.org/community/release_guide/#change-python-client-version
2021-08-18T16:40:03Z,2758,state store: getStream: log stream info  log the the tuple (namespace id  stream id  stream name) in RootStorageService getRange request.    ### Motivation    Server request metrics are labeled with the stream id  extracted from the routing header.  The stream name  (aka "table name") is not available but more useful.  Rather than making a (cacheable) RPC request to fetch  the id -> name mapping in the metrics  logging the information allows one to find the name without requiring  admin access to the state store service.      Reviewers: Ivan Kelly <ivank@apache.org>  Enrico Olivelli <eolivelli@gmail.com>  Henry Saputra <hsaputra@apache.org>  This closes #2758 from mauricebarnum/log-stream-name and squashes the following commits:  4ef7ac070 [Maurice Barnum] cleanup: remove extraneous "final" declarations 284b6430b [Maurice Barnum] state store: create and delete stream: log stream info
2021-08-18T02:45:45Z,2763,Site updates and release note for 4.14.2 (#2763)  ---    *Motivation*    Site updates and release note for 4.14.2
2021-08-13T08:53:23Z,2512,[SECURITY] Upgrade libthrift to 0.14.2 to address multiple CVEs  Fixes #2512    ### Motivation    See #2512     The current libthrift version 0.12.0 has multiple vulnerabilities:    - CVE-2019-0205   CVE-2019-0210   CVE-2020-13949    ### Motivation    - Upgrade libthrift version to 0.14.1 and fix compilation errors  - exclude new transitive dependencies org.apache.tomcat.embed:tomcat-embed-core and javax.annotation:javax.annotation-api  Reviewers: Enrico Olivelli <eolivelli@gmail.com>  Andrey Yegorov <None>  This closes #2695 from lhotari/lh-upgrade-libthrift
2021-08-13T03:17:34Z,2757,change log level from error to warn in getReadLacResponse (#2757)
2021-08-05T02:47:51Z,2754,Remove the `request` in the stream python client dependency (#2754)  ---    Master Issue: #2752    *Motivation*    As discussed at length in https://issues.apache.org/jira/browse/LEGAL-572  we found out that the chardet library used by requests library was a  mandatory dependency to requests and since it has LGPL licence  we  should not release any Apache Software with it.
2021-07-16T02:36:16Z,2751,[doc] Fix typo in bookkeeper config `tslProvider` (#2751)  It looks like an obvious typo that `tslProvider` should be `tlsProvider`  and the configuration item in the source code is also `tlsProvider`: https://github.com/apache/bookkeeper/blob/31e8d1b44ffafd867d0eb2774085e4b1141a7acb/bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/AbstractConfiguration.java#L102
2021-07-13T22:18:10Z,2726,ISSUE #2726 Fix JAVA_HOME containing spaces  ### Motivation    Fix issue [#3726](https://github.com/apache/bookkeeper/issues/2726)      ### Changes    Add double quotation around `${JAVA}`  in `/bin/bookkeeper`.    Reviewers: Yong Zhang <zhangyong1025.zy@gmail.com>  Andrey Yegorov <None>  Sijie Guo <None>  This closes #2727 from Sunny-Island/fix-space-in-java-home  closes #2726
2021-07-09T15:43:47Z,2749,Log a warn before exiting when an illegal access not allowed is done on FileDescriptor#fd (#2749)
2021-07-05T07:22:23Z,2740,Fix Bouncy Castle fips incompatible issue (#2740)        ### Motivation    More details are provided in [Pulsar # 10937](https://github.com/apache/pulsar/issues/10937).    In #2631  the default BouncyCastle was changed from non-fips into fips version. But the default version of BouncyCastle in Pulsar is the [non-fips](https://github.com/apache/pulsar/blob/v2.8.0/pulsar-client/pom.xml#L56) one(aimed to make it compatible with the old version of Pulsar).     Bouncy Castle provides both FIPS and non-FIPS versions  but in a JVM  it can not include both of the 2 versions(non-Fips and Fips)  and we have to exclude the current version before including the other. This makes the backward compatible a little hard  and that's why Pulsar has to involve an individual module for [Bouncy Castle](https://pulsar.apache.org/docs/en/security-bouncy-castle).    And if we want to start BookKeeper with TLS enabled through Pulsar's binary  it will meet the following error:  ```  Exception in thread "main" java.lang.NoClassDefFoundError: org/bouncycastle/jcajce/provider/BouncyCastleFipsProvider   at java.base/java.lang.Class.forName0(Native Method)   at java.base/java.lang.Class.forName(Class.java:315)   at org.apache.bookkeeper.common.util.ReflectionUtils.forName(ReflectionUtils.java:49)   at org.apache.bookkeeper.tls.SecurityProviderFactoryFactory.getSecurityProviderFactory(SecurityProviderFactoryFactory.java:39)   at org.apache.bookkeeper.proto.BookieServer.<init>(BookieServer.java:129)   at org.apache.bookkeeper.server.service.BookieService.<init>(BookieService.java:52)   at org.apache.bookkeeper.server.Main.buildBookieServer(Main.java:304)   at org.apache.bookkeeper.server.Main.doMain(Main.java:226)   at org.apache.bookkeeper.server.Main.main(Main.java:208)  Caused by: java.lang.ClassNotFoundException: org.bouncycastle.jcajce.provider.BouncyCastleFipsProvider   at java.base/jdk.internal.loader.BuiltinClassLoader.loadClass(BuiltinClassLoader.java:581)   at java.base/jdk.internal.loader.ClassLoaders$AppClassLoader.loadClass(ClassLoaders.java:178)   at java.base/java.lang.ClassLoader.loadClass(ClassLoader.java:522)   ... 9 more  ```    This fix is to use the reflection to get the loaded bc version to avoid the hard-coded bc version.    ### Changes    Use the reflection to get the loaded bc version to avoid the hard-coded bc version  Add backward compatible test for bc-non-fips version
2021-06-27T21:58:39Z,2732,[Build/Security] Upgrade Freebuilder version and fix the dependency  Fixes #2732    ### Motivation    - Freebuilder 1.14.9 contains an outdate jquery js file which causes the library to be flagged as vulnerable with the highest threat level in Sonatype IQ vulnerability scanner. This also flags Bookkeeper and Pulsar as vulnerable with the highest threat level although it is a false positive and not an actual threat.    - Freebuilder shouldn't be exposed as a transitive dependency    - it's an annotation processor which should be defined      - [optional in maven](https://github.com/inferred/FreeBuilder#maven)      - [compileOnly in gradle](https://github.com/inferred/FreeBuilder#gradle)    ### Changes    - upgrade [Freebuilder](https://github.com/inferred/FreeBuilder) from 1.14.9 to 2.7.0  - make dependency optional in maven pom.xml  - use `compileOnly` instead of `implementation` in gradle build  Reviewers: Sijie Guo <None>  This closes #2734 from lhotari/lh-fix-freebuilder-dependency-issue
2021-06-24T03:49:47Z,2693,[Security] Upgrade vertx to 3.9.8  addresses CVE-2018-12541 (#2693)  Fixes #2511    ### Motivation    See #2511    The current vertx version is 3.5.3 which has a vulnerability  CVE-2018-12541 .    ### Changes    - Upgrade [vertx version to 3.9.8](https://github.com/eclipse-vertx/vert.x/releases/tag/3.9.8)  - Fix issue with deprecated API usage
2021-06-24T03:48:44Z,2708,BookKeeper-Client config to write ledger metadata with configured version (#2708)  ### Motivation    We need a way to use old bookie which doesn't support metadata-version-3 and upgrade bookkeeper-client with latest version. Right now  bk-4.12 writes ledger metadata with version-3 which will not be supported by bookie and replicator and replicator fails with below error  ```  2021-05-07.00:43:53.115 [main-EventThread] ERROR                  o.a.b.meta.AbstractZkLedgerManager   - Could not parse ledger metadata for ledger: 123456  java.io.IOException: Metadata version not compatible. Expected between 0 and 2  but got 3          at org.apache.bookkeeper.client.LedgerMetadata.parseConfig(LedgerMetadata.java:465)          at org.apache.bookkeeper.meta.AbstractZkLedgerManager$3.processResult(AbstractZkLedgerManager.java:414)          at org.apache.bookkeeper.zookeeper.ZooKeeperClient$19$1.processResult(ZooKeeperClient.java:994)          at org.apache.zookeeper.ClientCnxn$EventThread.processEvent(ClientCnxn.java:572)          at org.apache.zookeeper.ClientCnxn$EventThread.run(ClientCnxn.java:508)    ```  So  until one upgrades the bookie version  allow bk-client to use the appropriate metadata version.
2021-06-24T03:48:03Z,2720,Add the `tlsCertificatePath` to the configuration file (#2720)  ---    Fixes #2699    *Motivation*    Add missing configuration `tlsCertificatePath` in the configuration file  and website description
2021-06-24T03:47:02Z,2735,[Security] Exclude grpc-okhttp dependency (#2735)  Fixes #2733    ### Motivation    The okhttp dependency version 2.7.4 is old and vulnerable. This dependency isn't needed and it causes Bookkeeper to be flagged for security vulnerabilities.    ### Changes    - exclude grpc-okhttp dependency which pulls in okhttp 2.7.4   - update license files
2021-06-24T03:46:09Z,2743,Print usage in autorecovery command if needed (#2743)  ### Motivation    I was trying to read the code to see how auto-recovery service works  just noticed the method `printUsage` was never called and the program doesn't print the usage even when '-h' is specified.    ### Changes    Print the usage of auto-recovery if '-h' is specified or additional unexpected arguments are provided when running the auto-recovery command.
2021-06-24T03:44:58Z,2744,Fix the typo in Auditor.java (#2744)  ### Motivation    'conif' seems to be a typo of `conf`.    ### Changes    Fixed the typo.
2021-06-17T01:18:24Z,2739,[STATESTORE] Cleanup local storage for statestore storage container  ### Motivation    While restoring a storage container  we fetch the checkpoint from the  checkpoint store. Currently this checkpoint will never get cleaned up. Every  time we restore the storage container on pod  a new checkpoint will get added.  Over period of time the disk usage keeps going up and eventually we have to  manually delete these stale checkpoints.    ### Changes    With this change  we will cleanup the local storage for a storage container  whenever we close the KVStore. This will ensure that stale checkpoints are not  left behind. It is possible that POD may restart before the cleanup can be  done. To avoid these  we will also ensure that local storage for the storage  container is cleaned up before we restore the storage container.    Reviewers: Henry Saputra <hsaputra@apache.org>  This closes #2739 from sursingh/storage-cleanup and squashes the following commits:  6bd477691 [Surinder Singh] Clean local storage for storage containers c74683695 [Surinder Singh] Add test case for local storage cleanup
2021-05-31T23:50:06Z,2724,Site updates and release notes for 4.14.1 (#2724)  * Site updates and release notes for 4.14.1    * Site updates
2021-05-27T23:29:36Z,2723,Refactor book keeper cluster test case  ### Motivation  BookKeeperClusterTestCase has historically exposed its members to all  subclasses  which would then manipulate them in many ways. There was  an array of objects for configurations  bookieServers  autorecovery   which implicit linking between the objects based on maps and indices.  Individual subclasses manipulated these arrays.    This makes it hard to add any dependency injection on the objects  managed by BookKeeperClusterTestCase as the objects. To add DI  we  need each object to have a bunch of other objects associated with  it. For example  for each Bookie  we need to create the  Journal. Maintaining these in separate arrays will lead to fragile  tests.    This change encapsulates all the testing objects in a per bookie  object  and only allows manipulation through methods. This will allow  us to group the objects needed for DI clearly.    Disable testFollowBookieAddressChangeTrckingDisabled  Reviewers: Henry Saputra <hsaputra@apache.org>  Matteo Merli <mmerli@apache.org>  This closes #2723 from pkumar-singh/refactor_BookKeeperClusterTestCase and squashes the following commits:  47fb8121f [Prashant] Addressed code review comments 7f410ce96 [Ivan Kelly] Encapulate members of BookKeeperClusterTestCase c1847af5a [Prashant Kumar] Turn Bookie into an interface 9417b68ca [Andrey Yegorov] site update for release 4.14  this time actually updating the latest version in _config.yml (#2722)
2021-05-25T21:56:31Z,2717,Turn Bookie into an interface    ### Motivation    Bookie was previously a concrete class that was used and abused all  over the place  especially in tests. A classic example of the God  object antipattern. The extensive use in tests  resulted in test cases  which spin up many instances of the whole system  which is very heavy  and very slow  especially when trying to unit tests a particular  feature.    This change is the first step to resolving this situation. Bookie is  now an interface  implemented by BookieImpl. Subsequent changes will  break out parts of the interface  cleanup calls and add dependency  injection.  Reviewers: Matteo Merli <mmerli@apache.org>  Andrey Yegorov  Henry Saputra <hsaputra@apache.org>  Enrico Olivelli <eolivelli@gmail.com>  This closes #2717 from pkumar-singh/merge_back_to_oss and squashes the following commits:  3edee4958 [Prashant] Replace SettableFuture  with CompletableFuture db690262a [Ivan Kelly] Turn Bookie into an interface
2021-05-25T18:04:23Z,2722,site update for release 4.14  this time actually updating the latest version in _config.yml (#2722)  Finishing up the release
2021-05-25T16:59:55Z,2712,Docs and release notes update for BK 4.14.0 (#2712)  * Docs and relese notes update for BK 4.1.4.0    * Updated with recently merged PRs
2021-05-25T16:56:16Z,2719,Update bc tests to include versions up to 4.14.0  ### Motivation    4.14.0 release     ### Changes    followed https://bookkeeper.apache.org/community/release_guide/#verify-docker-image and used https://github.com/apache/bookkeeper/pull/2171 as example      Reviewers: Enrico Olivelli <eolivelli@gmail.com>  This closes #2719 from dlg99/bctests-4_14
2021-05-24T22:46:29Z,2718,fix prometheus metric provider bug and add test to cover label scope …  ### Motivation  After add label for prometheus metric by https://github.com/apache/bookkeeper/pull/2650  it will cause prometheus metric format check failed when no label specified for a statsLogger. The metric list as follow.  ```  replication_bookkeeper_client_bookkeeper_client_bookie_watcher_NEW_ENSEMBLE_TIME{success="false" quantile="0.9999"  } NaN  ```    ### Modification  1. add label empty check for `PrometheusTextFormatUtil`  2. add label scope check test cover  3. add prometheus metric regex pattern check in test case  Reviewers: lipenghui <penghui@apache.org>  Andrey Yegorov <None>  Matteo Merli <mmerli@apache.org>  Jia Zhai <zhaijia@apache.org>  Addison Higham <None>  Enrico Olivelli <eolivelli@gmail.com>  This closes #2718 from hangc0276/chenhang/fix_bookeeper_metric_bug and squashes the following commits:  8590704db [hangc0276] format code a6942d49f [chenhang] fix prometheus metric provider bug and add test to cover label scope and metric format check bb8b1e0fe [Andrey Yegorov] Include gradle files into the source artifact for releases  exclude site2/** 732b6cf2a [Andrey Yegorov] [maven-release-plugin] prepare for next development iteration b0d9f1058 [Andrey Yegorov] [maven-release-plugin] prepare branch branch-4.14 8dc108b86 [Matteo Merli] y 73e22cacf [Don Inghram] ISSUE2620: RocksDB log path configurable 034ef8566 [Shoothzj] Fix logger member not correct; (#2605) b824a6029 [hangc0276] fix always select the same region set bug for RegionAwareEnsemblePlacementPolicy (#2658) 683ad4592 [Matteo Merli] Allow to attach labels to metrics (#2650) 809109663 [Matteo Merli] Allow to bypass journal for writes (#2401) 63867a99b [Matteo Merli] Impose a memory limit on the bookie journal (#2710) 87579b0a9 [Matteo Merli] Read entry error should print lastAddConfirmed in the log (#2707)
2021-05-14T06:22:55Z,2714,Include gradle files into the source artifact for releases  exclude site2/**  ### Motivation    gradle files weren't included into the source artifact of the release  site2/ was included.    ### Changes    Added gradle into the include pattern.  Added site2 into the exclude patterns.      Reviewers: Enrico Olivelli <eolivelli@gmail.com>  This closes #2714 from dlg99/gradle-release
2021-05-10T01:33:07Z,,[maven-release-plugin] prepare for next development iteration
2021-05-10T01:33:01Z,,[maven-release-plugin] prepare branch branch-4.14
2021-05-09T21:01:13Z,2649,y  ### Motivation    In case of corrupted entry log  this exception can show up during the compaction phase:     ```  18:53:37.224 [GarbageCollectorThread-7-1] ERROR org.apache.bookkeeper.bookie.GarbageCollectorThread - Failed to compact entry log 16 due to unexpected error  java.lang.IndexOutOfBoundsException: index: 8  length: 8 (expected: range(0  0))   at io.netty.buffer.AbstractByteBuf.checkRangeBounds(AbstractByteBuf.java:1425) ~[netty-buffer-4.1.51.Final.jar:4.1.51.Final]   at io.netty.buffer.AbstractByteBuf.checkIndex0(AbstractByteBuf.java:1432) ~[netty-buffer-4.1.51.Final.jar:4.1.51.Final]   at io.netty.buffer.AbstractByteBuf.checkIndex(AbstractByteBuf.java:1419) ~[netty-buffer-4.1.51.Final.jar:4.1.51.Final]   at io.netty.buffer.UnpooledUnsafeDirectByteBuf.getLong(UnpooledUnsafeDirectByteBuf.java:144) ~[netty-buffer-4.1.51.Final.jar:4.1.51.Final]   at org.apache.bookkeeper.bookie.EntryLogCompactor$CompactionScannerFactory$1.process(EntryLogCompactor.java:103) ~[bookkeeper-server-4.11.0.SPLK.8715995.jar:?]   at org.apache.bookkeeper.bookie.EntryLogger.scanEntryLog(EntryLogger.java:1011) ~[bookkeeper-server-4.11.0.SPLK.8715995.jar:?]   at org.apache.bookkeeper.bookie.EntryLogCompactor.compact(EntryLogCompactor.java:64) ~[bookkeeper-server-4.11.0.SPLK.8715995.jar:?]   at org.apache.bookkeeper.bookie.GarbageCollectorThread.compactEntryLog(GarbageCollectorThread.java:528) [bookkeeper-server-4.11.0.SPLK.8715995.jar:?]   at org.apache.bookkeeper.bookie.GarbageCollectorThread.doCompactEntryLogs(GarbageCollectorThread.java:462) [bookkeeper-server-4.11.0.SPLK.8715995.jar:?]   at org.apache.bookkeeper.bookie.GarbageCollectorThread.runWithFlags(GarbageCollectorThread.java:367) [bookkeeper-server-4.11.0.SPLK.8715995.jar:?]   at org.apache.bookkeeper.bookie.GarbageCollectorThread.safeRun(GarbageCollectorThread.java:316) [bookkeeper-server-4.11.0.SPLK.8715995.jar:?]   at org.apache.bookkeeper.common.util.SafeRunnable.run(SafeRunnable.java:36) [bookkeeper-common-4.11.0.SPLK.8715995.jar:?]   at java.util.concurrent.Executors$RunnableAdapter.call(Executors.java:511) [?:1.8.0_232]   at java.util.concurrent.FutureTask.runAndReset(FutureTask.java:308) [?:1.8.0_232]   at java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask.access$301(ScheduledThreadPoolExecutor.java:180) [?:1.8.0_232]   at java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask.run(ScheduledThreadPoolExecutor.java:294) [?:1.8.0_232]   at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1149) [?:1.8.0_232]   at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:624) [?:1.8.0_232]   at io.netty.util.concurrent.FastThreadLocalRunnable.run(FastThreadLocalRunnable.java:30) [netty-common-4.1.51.Final.jar:4.1.51.Final]   at java.lang.Thread.run(Thread.java:748) [?:1.8.0_232]  ```  Reviewers: Andrey Yegorov <None>  Enrico Olivelli <eolivelli@gmail.com>  This closes #2649 from merlimat/compaction-exception and squashes the following commits:  1360e2388 [Matteo Merli] Make sure to log warning when entrySize is 0 42e0790d8 [Matteo Merli] Exception in BK GC with corrupted data files
2021-05-09T20:58:42Z,2698,ISSUE2620: RocksDB log path configurable  RocksDB configuration now allows a new value "dbStorage_rocksDB_logPath"  which allows the log files to be separated from the data storage. When  not set  Bookkeeper has no change in behavior.    Descriptions of the changes in this PR:        ### Motivation    (Explain: why you're making that change  what is the problem you're trying to solve)    ### Changes    (Describe: what changes you have made)    Master Issue: #<master-issue-number>      Reviewers: Enrico Olivelli <eolivelli@gmail.com>  lipenghui <penghui@apache.org>  Matteo Merli <mmerli@apache.org>  This closes #2698 from dinghram/RocksDBLogPath and squashes the following commits:  bd8e212e9 [Don Inghram] Issue2620-RocksDB log path configurable: conf eeba05291 [Don Inghram] Issue2620-RocksDB log path configurable
2021-05-08T18:35:31Z,2605,Fix logger member not correct; (#2605)  Fix java doc problem    Co-authored-by: shoothzj <shooothzj@gmail.com>
2021-05-08T18:22:10Z,2658,fix always select the same region set bug for RegionAwareEnsemblePlacementPolicy (#2658)  * fix always select the same region bug for RegionAwareEnsemblePlacementPolicy    * format code    * add test for regionAwareEnsemblePlacementPolicy    * update code    * format code
2021-05-08T13:28:05Z,2650,Allow to attach labels to metrics (#2650)  * Allow to attach labels to metrics    * Removed testCache since it's now invalid    * Fixed checkstyle    * Unused imports    * Fixed test
2021-05-08T13:27:35Z,2401,Allow to bypass journal for writes (#2401)  * Allow to bypass journal for writes    * Added unit test to validate the new config    * Fixed test variable names
2021-05-08T06:07:52Z,2710,Impose a memory limit on the bookie journal (#2710)  * Impose a memory limit on the bookie journal    * Fixed checkstyle issues    * Fixed more checkstyle issues    * Added metrics for journal memory    * More checkstyle..    * Unused import
2021-05-08T00:54:56Z,2707,Read entry error should print lastAddConfirmed in the log (#2707)  * Read entry error should print lastAddConfirmed in the log    * Fixed test expectation of the log message
2021-05-07T16:38:50Z,2696,[SECURITY] Upgrade Netty to 4.1.63.Final  ### Motivation    - addresses several CVEs    ### Changes    - Upgrade Netty to 4.1.63.Final  - Upgrade netty-tcnative-boringssl-static to 2.0.36.Final  - adapt API deprecation in PooledByteBufAllocator API  Reviewers: Lari Hotari <None>  Andrey Yegorov <None>  Enrico Olivelli <eolivelli@gmail.com>  Matteo Merli <mmerli@apache.org>  This closes #2696 from lhotari/lh-upgrade-Netty-4.1.63.Final and squashes the following commits:  6003a374d [Lari Hotari] Experiment: exclude TLSv1.3 from testing fcbd707a6 [Lari Hotari] Handle TLS connection problems when TLSv1.3 is used 86788ef35 [Lari Hotari] [Security] Upgrade Netty to 4.1.63.Final b606da7bc [Lari Hotari] Upgrade Lombok to 1.18.20 0f22d238c [Andrey Yegorov] fix: Bookkeeper client throttling logic is based upon entryId instead of ledgerId e5e76667b [YANGLiiN] [DOC] fix the no striping occurs condition to Qw=E
2021-05-04T06:23:34Z,2697,Upgrade Lombok to 1.18.20  ### Motivation    - required for compilation on JDK 16  - see https://projectlombok.org/changelog    ### Changes    Upgrade Lombok version to `1.18.20` in `pom.xml` and `dependencies.gradle`.  Reviewers: Enrico Olivelli <eolivelli@gmail.com>  Henry Saputra <hsaputra@apache.org>  This closes #2697 from lhotari/lh-upgrade-lombok_1.18.20
2021-05-03T18:44:55Z,2660,fix: Bookkeeper client throttling logic is based upon entryId instead of ledgerId  Descriptions of the changes in this PR:    Fixes: #2660     ### Changes    isWriteSetWritable() to use ledgerId for the client selection    Master Issue: #2660   Reviewers: Enrico Olivelli <eolivelli@gmail.com>  Ivan Kelly <ivank@apache.org>  This closes #2664 from dlg99/fix/2660
2021-05-03T18:43:05Z,2630,[DOC] fix the no striping occurs condition to Qw=E  Descriptions of the changes in this PR:        ### Motivation    the no striping occurs condition should Qw=E  not the Qw=Qa    ### Changes    update the condition to Qw=E      Reviewers: Andrey Yegorov <None>  This closes #2630 from yangl/protocol-doc-fix
2021-05-03T06:36:20Z,2694,[SECURITY] Remove jackson-mapper-asl dependency to resolve multiple CVEs  ### Motivation    - jackson-mapper-asl is not required since Zookeeper 3.6.x+ no more depends on jackson-mapper-asl library (ZOOKEEPER-3051)    ### Modifications    Remove jackson-mapper-asl dependency  Reviewers: Matteo Merli <mmerli@apache.org>  Enrico Olivelli <eolivelli@gmail.com>  This closes #2694 from lhotari/lh-remove-jackson-mapper-asl
2021-04-26T01:16:01Z,2701,Fixed unnecessary copy to heap  see https://github.com/apache/pulsar/pull/10330 (#2701)  Descriptions of the changes in this PR:    Handling CompositeByteBuf in a way that avoids unnecessary data copy.    ### Motivation    https://github.com/apache/pulsar/pull/10330    https://github.com/apache/pulsar/pull/10330#issuecomment-825619753    ### Changes    Handling CompositeByteBuf in a way that avoids unnecessary data copy.
2021-04-21T22:38:29Z,2690,[Build] Run PR builds for merge commit (#2690)  - instead of running the build for PR branch HEAD commit     run the commit for GitHub provided merge_commit_sha
2021-04-20T22:54:13Z,2640,ISSUE #2640: BP-43 Some clean up and making sure that all bookkeepr-se…  ### Motivation  Consolidate and ensure that at last all bookkeeper server test pass with gradle.   That essentially entails cleaning up direct dependencies.    ### Changes     % ./gradlew cleanTest bookkeeper-server:test    0  <============-> 99% EXECUTING [2m 54s]  <============-> 99% EXECUTING [9m 52s]  <============-> 99% EXECUTING [36m 52s]  <============-> 99% EXECUTING [54m 24s]  <============-> 99% EXECUTING [54m 25s]ompleted  16 skipped  <============-> 99% EXECUTING [1h 3m 16s]  <============-> 99% EXECUTING [1h 6m 39s]  <============-> 99% EXECUTING [1h 14m 37s]  <============-> 99% EXECUTING [1h 14m 38s]leted  19 skipped  <============-> 99% EXECUTING [1h 20m 59s]  <============-> 99% EXECUTING [1h 21m 0s]    I interrupted the tests after 777 tests after rebasing. But all the tests have passed before with same set of changes.    Master Issue: #2640    Reviewers: Henry Saputra <hsaputra@apache.org>  Matteo Merli <mmerli@apache.org>  This closes #2692 from pkumar-singh/build_tests  closes #2640
2021-04-19T16:42:22Z,2686,Rocksdb tombstones  ### Motivation    After deleting many ledgers  seeking to the end of the RocksDB metadata can take a long time and trigger timeouts upstream. Address this by improving the seek logic as well as compacting out tombstones in situations where we've just deleted many entries.  This affects the entry location index and the ledger metadata index.    Reviewers: Andrey Yegorov  Prashant Kumar  This closes #2686 from mauricebarnum/rocksdb-tombstones and squashes the following commits:  c02996853 [Maurice Barnum] Partially compact RocksDB after removing deleted ledgers 0be68a1d0 [Maurice Barnum] KeyValueStorageRocksDB bounded key iterator: use RocksDB upper bound 0c5ef8f53 [Maurice Barnum] KeyValueStorageRocksDB.getFloor() - reimplement to avoid two seeks 114cc73b4 [Maurice Barnum] update rocksdb to 6.16.4 f489a056d [Surinder Singh] Fix test cases using gradle build (#2689) 9256dbab3 [Lari Hotari] Add current ip address  long hostname and short hostname to /etc/hosts (#2688) f1a1f1219 [Surinder Singh] staging and setting up vote for release candidates (#2681) 2dd4afecd [Prashant Kumar] ISSUE-2640: BP-43: Gradle integration with RAT plugin (#2683) 79768fee1 [Jack Vanlightly] ISSUE #2615: Fix for invalid ensemble issue during ledger recovery 646e59089 [Prashant Kumar] ISSUE #2640: BP-43 integrate gradle javadoc plugin d70153f76 [hangc0276] Update documentation with default value for openLedgerRereplicationGracePeriod config option
2021-04-16T20:45:31Z,2640,ISSUE #2640: BP-43 Integrate spotbugs plugin with gradle  ### Motivation    **Migrate bookkeeper to gradle spotbug plugin.**  spotbugs is gradle as well as maven plugin which checks for obvious bugs in source code.  **How to run**    `./gradlew spotbugsMain `    ### Changes    - Integrate gradle build with spotbugs plugin  - Second commit is for fixing issues reported by spotbugs plugin     ### Test  Just to validate it's working.   I introduced following bug.   ```  public void test() {  +  +        String[] field = {"a"  "b"  "c"  "s"  "e"};  +  +        //concatenates strings using + in a loop  +        String ip = "127.0.0.1";  +        String s = "";  +        for (int i = 0; i < field.length; ++i) {  +            s = s + field[i];  +        }  +  +        System.out.println(ip);  +  +    }  ```    spotbugs plugin reported following violation.  ```  <BugInstance type="SBSC_USE_STRINGBUFFER_CONCATENATION" priority="2" rank="18" abbrev="SBSC" category="PERFORMANCE" instanceHash="2aa8e4ebcc4cd86190fe3e7bd8a4913c" instanceOccurrenceNum="0" instanceOccurrenceMax="0">      <ShortMessage>Method concatenates strings using + in a loop</ShortMessage>      <LongMessage>org.apache.bookkeeper.meta.LongZkLedgerIdGenerator.test() concatenates strings using + in a loop</LongMessage>      <Class classname="org.apache.bookkeeper.meta.LongZkLedgerIdGenerator" primary="true">        <SourceLine classname="org.apache.bookkeeper.meta.LongZkLedgerIdGenerator" start="58" end="350" sourcefile="LongZkLedgerIdGenerator.java" sourcepath="org/apache/bookkeeper/meta/LongZkLedgerIdGenerator.java" relSourcepath="java/org/apache/bookkeeper/meta/LongZkLedgerIdGenerator.java">          <Message>At LongZkLedgerIdGenerator.java:[lines 58-350]</Message>        </SourceLine>        <Message>In class org.apache.bookkeeper.meta.LongZkLedgerIdGenerator</Message>      </Class>  ```  Master Issue: #2640      Reviewers: Henry Saputra <hsaputra@apache.org>  Enrico Olivelli <eolivelli@gmail.com>  This closes #2682 from pkumar-singh/merge_internal_gradle_spotbugs  closes #2640 and squashes the following commits:  588373241 [Prashant] Fix for gradle spotbug plugin found violation 2bc79b067 [Prashant] ISSUE-2640: BP-43 Gradle migration integrating with spotbug gradle plugin f1a1f1219 [Surinder Singh] staging and setting up vote for release candidates (#2681) 2dd4afecd [Prashant Kumar] ISSUE-2640: BP-43: Gradle integration with RAT plugin (#2683) 79768fee1 [Jack Vanlightly] ISSUE #2615: Fix for invalid ensemble issue during ledger recovery 646e59089 [Prashant Kumar] ISSUE #2640: BP-43 integrate gradle javadoc plugin d70153f76 [hangc0276] Update documentation with default value for openLedgerRereplicationGracePeriod config option
2021-04-15T21:08:52Z,2689,Fix test cases using gradle build (#2689)  Co-authored-by: Surinder Singh <surinders@splunk.com>
2021-04-14T16:49:35Z,2688,Add current ip address  long hostname and short hostname to /etc/hosts (#2688)  - Fixes reverse DNS lookup for current hostname
